Return,Risk
-0.106299981144,0.167049164846
-0.0998960576944,0.164847077559
-0.0934921342452,0.162741556842
-0.0870882107961,0.16073639758
-0.0806842873469,0.158835400748
-0.0742803638977,0.157042349048
-0.0678764404486,0.155360979973
-0.0614725169994,0.15379495649
-0.0550685935502,0.152347835644
-0.048664670101,0.151023035491
-0.0422607466519,0.149823800888
-0.0358568232027,0.14875316876
-0.0294528997535,0.147813933577
-0.0230489763044,0.14700861384
-0.0166450528552,0.146339420413
-0.010241129406,0.145808227581
-0.00383720595686,0.145416547661
0.00256671749231,0.145165509943
0.00897064094148,0.145055844627
0.0153745643907,0.145087872284
0.0217784878398,0.145261499192
0.028182411289,0.145576218699
0.0345863347382,0.146031118581
0.0409902581873,0.146624894126
0.0473941816365,0.14735586653
0.0537981050857,0.148222006005
0.0602020285348,0.149220958875
0.066605951984,0.150350077854
0.0730098754332,0.151606454658
0.0794137988824,0.152986954075
0.0858177223315,0.154488248681
0.0922216457807,0.156106853417
0.0986255692299,0.157839159358
0.105029492679,0.159681466082
0.111433416128,0.161630012167
0.117837339577,0.163681003468
0.124241263027,0.165830638904
0.130645186476,0.168075133623
0.137049109925,0.170410739467
0.143453033374,0.172833762757
0.149856956823,0.175340579478
0.156260880272,0.177927647977
0.162664803722,0.180591519341
0.169068727171,0.183328845632
0.17547265062,0.18613638619
0.181876574069,0.189011012184
0.188280497518,0.191949709637
0.194684420967,0.194949581104
0.201088344417,0.198007846197
0.207492267866,0.201121841127
0.213896191315,0.204289017427
0.220300114764,0.20750693999
0.226704038213,0.210773284566
0.233107961662,0.214085834818
0.239511885112,0.217442479043
0.245915808561,0.220841206651
0.25231973201,0.224280104463
0.258723655459,0.227757352901
0.265127578908,0.231271222125
0.271531502357,0.23482006815
0.277935425807,0.238402328992
0.284339349256,0.242016520865
0.290743272705,0.245661234455
0.297147196154,0.249335131293
0.303551119603,0.253036940227
0.309955043052,0.256765454028
0.316358966502,0.26051952611
0.322762889951,0.264298067392
0.3291668134,0.268100043285
0.335570736849,0.271924470823
0.341974660298,0.275770415916
0.348378583747,0.279636990753
0.354782507197,0.283523351313
0.361186430646,0.287428695022
0.367590354095,0.29135225852
0.373994277544,0.295293315547
0.380398200993,0.299251174951
0.386802124443,0.303225178789
0.393206047892,0.30721470055
0.399609971341,0.311219143461
0.40601389479,0.315237938895
0.412417818239,0.319270544869
0.418821741688,0.323316444622
0.425225665138,0.327375145278
0.431629588587,0.331446176578
0.438033512036,0.335529089693
0.444437435485,0.339623456099
0.450841358934,0.343728866513
0.457245282383,0.347844929899
0.463649205833,0.351971272519
0.470053129282,0.356107537046
0.476457052731,0.360253381723
0.48286097618,0.364408479574
0.489264899629,0.368572517651
0.495668823078,0.372745196333
0.502072746528,0.376926228659
0.508476669977,0.381115339698
0.514880593426,0.385312265955
0.521284516875,0.38951675481
0.527688440324,0.393728563987
